N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
167;Bangladeshi Plant Recognition using Deep Learning based Leaf Classification;"HABIBA S;ISLAM M;AHSAN S";2019;https://doi.org/10.1109/IC4ME247184.2019.9036515;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);96;Medicinal plants;Autores;Bangladesh
168;Automatic Medicinal Plants Classification using Multi-channel Modified Local Gradient Pattern withSVM Classifier;"HABIBA U;HOWLADER M;ISLAM M;FAISAL R;RAHMAN M";2019;https://doi.org/10.1109/ICIEV.2019.8858527;Leave;Texture;Local Binary Pattern (LBP);Suport Vector Machine (SVM);96.11;Medicinal plants;Autores;Bangladesh
169;Identification of Zingiberaceae Species Based on Leaf Recognition Using Multiclass Support Vector Machine;"HAMDAN R;ZAKARIA R;DALIMAN S";2022;http://dx.doi.org/10.1088/1755-1315/1102/1/012008;Leave;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);95;Medicinal plants;Autores;Malaysia
170;Automated Leaf Alignment and Partial Shape Feature Extraction for Plant Leaf Classification;"HAMID L;AL-HADDAD S";2019;https://doi.org/10.5565/REV%2FELCVIA.1143;Leave;Shape;Quartile Features (QF);K-Nearest neighbour (KNN);89.13;Various;Base de dados pública;China
170;Automated Leaf Alignment and Partial Shape Feature Extraction for Plant Leaf Classification;"HAMID L;AL-HADDAD S";2019;https://doi.org/10.5565/REV%2FELCVIA.1143;Leave;Shape;HU moments;K-Nearest neighbour (KNN);89.13;Various;Base de dados pública;China
171;RMIT at ImageCLEF 2011 Plant Identification;"HAMID R;THOM J";2011;https://www.researchgate.net/publication/221160192_RMIT_at_ImageCLEF_2011_Plant_Identification#full-text;Leave;Color;GNU Image Finding Tool (GIFT);Naive Bayes;60;Trees;Base de dados pública;France
171;RMIT at ImageCLEF 2011 Plant Identification;"HAMID R;THOM J";2011;https://www.researchgate.net/publication/221160192_RMIT_at_ImageCLEF_2011_Plant_Identification#full-text;Leave;Color;GNU Image Finding Tool (GIFT);Decision Tree (DT);60;Trees;Base de dados pública;France
171;RMIT at ImageCLEF 2011 Plant Identification;"HAMID R;THOM J";2011;https://www.researchgate.net/publication/221160192_RMIT_at_ImageCLEF_2011_Plant_Identification#full-text;Leave;Color;GNU Image Finding Tool (GIFT);Instance based learning;60;Trees;Base de dados pública;France
171;RMIT at ImageCLEF 2011 Plant Identification;"HAMID R;THOM J";2011;https://www.researchgate.net/publication/221160192_RMIT_at_ImageCLEF_2011_Plant_Identification#full-text;Leave;Color;GNU Image Finding Tool (GIFT);Rule-based algorithm;60;Trees;Base de dados pública;France
171;RMIT at ImageCLEF 2011 Plant Identification;"HAMID R;THOM J";2011;https://www.researchgate.net/publication/221160192_RMIT_at_ImageCLEF_2011_Plant_Identification#full-text;Leave;Color;GNU Image Finding Tool (GIFT);Function-based algorithm;60;Trees;Base de dados pública;France
172;Visualization of Tree Species Identification Using Mask RCNNs for Tropical Forests in Malaysia;"HAMZAH R;MD.NOOR M";2022;https://doi.org/10.1109/ICONDA56696.2022.10000378;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);67.9;Trees;Autores;Malaysia
173;Flower Recognition using Deep Convolutional Neural Networks;"HANAFIAH M;ADNAN M;ABDUL-RAHMAN S;MUTALIB S;MALIK A;SHAMSUDDIN M";2021;https://iopscience.iop.org/article/10.1088/1755-1315/1019/1/012021/meta;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);95.02;Herbaceous;Base de dados pública;NI
174;Bluefield (KDE TUT) at LifeCLEF 2016 Plant Identification Task;"HANG S;TATSUMA A;AONO M";2016;https://ceur-ws.org/Vol-1609/16090459.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);69.3;Various;Base de dados pública;NI
175;Open World Plant Image Identification Based on Convolutional Neural Network;"HANG S;AONO M";2017;https://doi.org/10.1109/APSIPA.2016.7820676;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);82.7;Various;Base de dados pública;NI
176;Residual Network with Delayed Max Pooling for Very Large Scale Plant Identication;"HANG S;AONO M";2017;https://ceur-ws.org/Vol-1866/paper_134.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);85.3;Various;Base de dados pública;NI
177;Implementation of CNN for Plant Identification using UAV Imagery;"HAQ M;AHMED A;GYANI J";2023;https://dx.doi.org/10.14569/IJACSA.2023.0140441;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.8;Trees;Autores;Saudi Arabia
178;Development of Feature Extraction on Leaf Image for Medicinal Plants Identification;"HARJANTI T;MADENDA S";2019;http://dx.doi.org/10.35940/ijrte.B1040.0782S719;Leave;Shape;Fractal Dimension;Euclidean Distance (ED);85.3;Medicinal plants;Autores;Indonesia
178;Development of Feature Extraction on Leaf Image for Medicinal Plants Identification;"HARJANTI T;MADENDA S";2019;http://dx.doi.org/10.35940/ijrte.B1040.0782S719;Leave;Shape;B-Spline Method;Euclidean Distance (ED);85.3;Medicinal plants;Autores;Indonesia
179;A Novel Herbal Leaf Identification and Authentication Using Deep Learning Neural Network;"HARYONO H;ANAM K;SALEH A";2020;https://doi.org/10.1109/CENIM51130.2020.9297952;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);94.96;Herbaceous;Autores;Indonesia
180;Plant Classification System for Crop /Weed Discrimination without Segmentation;"HAUG S;MICHAELS A;BIBER P;OSTERMANN J";2014;https://doi.org/10.1109/WACV.2014.6835733;Whole plants;Shape;Shape features;Random Forest (RF);93.8;Weeds;Autores;NI
180;Plant Classification System for Crop /Weed Discrimination without Segmentation;"HAUG S;MICHAELS A;BIBER P;OSTERMANN J";2014;https://doi.org/10.1109/WACV.2014.6835733;Whole plants;Shape;Contour features;Random Forest (RF);93.8;Weeds;Autores;NI
180;Plant Classification System for Crop /Weed Discrimination without Segmentation;"HAUG S;MICHAELS A;BIBER P;OSTERMANN J";2014;https://doi.org/10.1109/WACV.2014.6835733;Whole plants;Statistics;Statistical Metrics;Random Forest (RF);93.8;Weeds;Autores;NI
181;Large-Scale Plant Classication using Deep Convolutional Neural Networks;"HAUPT J;KAHL S;KOWERKO D;EIBL M";2018;https://ceur-ws.org/Vol-2125/paper_92.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);77;Various;Base de dados pública;NI
182;A Random Forest-Based Leaf Classification Using Multiple Features;"HAZRA D;BHATTACHARYYA D;KIM T";2021;http://dx.doi.org/10.1007/978-981-15-9516-5_20;Leave;Shape;Shape features;Random Forest (RF);98;Trees;Base de dados pública;United States
182;A Random Forest-Based Leaf Classification Using Multiple Features;"HAZRA D;BHATTACHARYYA D;KIM T";2021;http://dx.doi.org/10.1007/978-981-15-9516-5_20;Leave;Color;Moments of color;Random Forest (RF);98;Trees;Base de dados pública;United States
183;An Improved Wood Recognition Method Based on the One-Class Algorithm;"HE J;SUN Y;YU C;CAO Y;ZHAO Y;DU G";2022;https://doi.org/10.3390/f13091350;Wood;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);95;Trees;Autores;China
184;On Identifying Leaves: A Comparison of CNN with Classical ML Methods;"HEDJAZI M;KOURBANE I;GENC Y";2017;https://doi.org/10.1109/SIU.2017.7960257;Leave;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);93.77;Various;Base de dados pública;France
184;On Identifying Leaves: A Comparison of CNN with Classical ML Methods;"HEDJAZI M;KOURBANE I;GENC Y";2017;https://doi.org/10.1109/SIU.2017.7960257;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);96.46;Various;Base de dados pública;France
185;Padeep: A Patched Deep Learning Based Model for Plants Recognition on Small Size Dataset: Chenopodiaceae Case Study;"HEIDARY-SHARIFABAD A;ZARCHI M;ZAREI G";2022;NI;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);84;Herbaceous;Autores;Iran
186;MedLeaf: Mobile Biodiversity Informatics Tool for Mapping and Identifying Indonesian Medicinal Plants;"HERDIYENI Y;GINANJAR A;ANGGORO M;DOUADY S;ZUHUD E";2015;https://doi.org/10.1109/SOCPAR.2015.7492783;Leave;Texture;Local Binary Pattern (LBP);Artificial Neural Networks (ANN);88.5;Medicinal plants;Autores;Indonesia
186;MedLeaf: Mobile Biodiversity Informatics Tool for Mapping and Identifying Indonesian Medicinal Plants;"HERDIYENI Y;GINANJAR A;ANGGORO M;DOUADY S;ZUHUD E";2015;https://doi.org/10.1109/SOCPAR.2015.7492783;Leave;Shape;Geometric features;Artificial Neural Networks (ANN);88.5;Medicinal plants;Autores;Indonesia
187;Large-Scale Plant Classification with Deep Neural Networks;HEREDIA I;2017;https://doi.org/10.48550/arXiv.1706.03736;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);63;Various;Base de dados pública;Various
188;Identification of Plant Types by Leaf Textures Based on the Backpropagation Neural Network;"HIDAYAT T;NILAWATI A";2018;http://doi.org/10.11591/ijece.v8i6.pp5389-5398;Leave;Texture;Texture features;Artificial Neural Networks (ANN);97;NI;Base de dados pública;NI
189;Recognition of Plant Species using Deep Convolutional Feature Extraction;"HIEU N;HIEN N";2020;https://www.researchgate.net/publication/342334669_Recognition_of_Plant_Species_using_Deep_Convolutional_Feature_Extraction#full-text;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);K-Nearest neighbour (KNN);78;Various;Base de dados pública;NI
189;Recognition of Plant Species using Deep Convolutional Feature Extraction;"HIEU N;HIEN N";2020;https://www.researchgate.net/publication/342334669_Recognition_of_Plant_Species_using_Deep_Convolutional_Feature_Extraction#full-text;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);95.6;Various;Base de dados pública;NI
190;Multipath Deep Shallow Convolutional Networks for Large Scale Plant Species Identification in Wild Image;"RIAZ S;NAZ S;RAZZAK I";2020;https://doi.org/10.1109/IJCNN48605.2020.9207113;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.87;Various;Base de dados pública;Various
191;Automatic Plant Image Identification of Vietnamese species using Deep Learning Models;"HIEU N;HIEN N";2020;https://doi.org/10.48550/arXiv.2005.02832;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);83.9;Various;Base de dados pública;Vietnam
192;Automated feature-specific tree species identification from natural images using deep semi-supervised learning;"HOMAN D;DU P J";2021;https://doi.org/10.1016/j.ecoinf.2021.101475;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);94.74;Trees;Base de dados pública;NI
192;Automated feature-specific tree species identification from natural images using deep semi-supervised learning;"HOMAN D;DU P J";2021;https://doi.org/10.1016/j.ecoinf.2021.101475;Bark;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);94.74;Trees;Base de dados pública;NI
193;Automatic Recognition of Flowers through Color and Edge Based Contour Detection;"HONG S;CHOI L";2012;https://doi.org/10.1109/IPTA.2012.6469535;Flowers;Shape;Canny Algorithm;K-means;94.8;Herbaceous;NI;South Korea
193;Automatic Recognition of Flowers through Color and Edge Based Contour Detection;"HONG S;CHOI L";2012;https://doi.org/10.1109/IPTA.2012.6469535;Flowers;Color;Color characteristics;K-means;94.8;Herbaceous;NI;South Korea
194;A two stage approach for leaf vein extraction;"FU H;CHI Z";2003;https://doi.org/10.1109/ICNNSP.2003.1279248;Leave;Shape;Neighborhood characteristics;Artificial Neural Networks (ANN);53.15;Herbaceous;NI;China
195;Could k-NN classifier be useful in tree leaves recognition?;"HORAISOVÃ K;KUKAL J";2014;http://dx.doi.org/10.2478/acsc-2014-0011;Leave;Spatial features;Fourier transform;K-Nearest neighbour (KNN);98;Trees;NI;NI
196;An Efficient Computer Vision Approach for Rapid Recognition of Poisonous Plants by Classifying Leaf Images using Transfer Learning;"HRIDOY R;AKTER F;AFROZ M";2021;https://doi.org/10.1109/ICCCNT51525.2021.9580011;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.37;Herbaceous;Autores;Bangladesh
197;Comparative Study of Leaf Image Recognition with a Novel Learning-based Approach;"HSIAO J;KANG L;CHANG C;LIN C";2014;Comparative Study of Leaf Image Recognition with a Novel Learning-based Approach;Leave;Texture;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);95.47;NI;Base de dados pública;China
198;A Lightweight Approach For Wood Hyperspectral Images Classification;"HTUN P;BOSCHETTI M;BURIRO A;CONFALONIERI R;SUN B;HTWE A;TILLO T";2021;https://doi.org/10.1109/ICMEW53276.2021.9455943;Wood;Spectral features;Spectral characteristics;Convolutional Neural Networks (CNN);93.4;Trees;Autores;Italy
199;Wood Species Recognition Based on SIFT Keypoint Histogram;"HU S;LI K;BAO X";2015;https://doi.org/10.1109/CISP.2015.7407968;Wood;Texture;Scale Invariant Feature Transform (SIFT);K-Nearest neighbour (KNN);90.2;Trees;Autores;China
199;Wood Species Recognition Based on SIFT Keypoint Histogram;"HU S;LI K;BAO X";2015;https://doi.org/10.1109/CISP.2015.7407968;Wood;Texture;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);90.2;Trees;Autores;China
199;Wood Species Recognition Based on SIFT Keypoint Histogram;"HU S;LI K;BAO X";2015;https://doi.org/10.1109/CISP.2015.7407968;Wood;Texture;Scale Invariant Feature Transform (SIFT);Artificial Neural Networks (ANN);90.2;Trees;Autores;China
200;Tree Species Identification Based on the Fusion of Multiple Deep Learning Models Transfer Learning;"HU M;FEN H;YANG Y;XIA K;REN L";2018;https://doi.org/10.1109/CAC.2018.8623484;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);93.75;Trees;Autores;NI
201;"A Multi-Scale Fusion Convolutional Neural
Network for Plant Leaf Recognition";"HU J;CHEN Z;YANG M;ZHANG R;CUI Y";2018;https://doi.org/10.1109/CAC.2018.8623484;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.82;Various;Base de dados pública;Various
202;Flower Image Recognition Using Difference Image Entropy;"HUANG R;SANG-HYEONJIN S;KIM J;HONG K";2009;https://doi.org/10.1145/1821748.1821868;Flowers;Shape;Shape features;Differential Image Entropy;95;Herbaceous;NI;NI
203;Cinnamomum Camphora Classification Based on Leaf Image Using Transfer Learning;"HUANG Z;HE C;WANG Z;XI J;WANG H;HOU L";2019;https://doi.org/10.1109/IAEAC47372.2019.8997791;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);95.3;Various;Autores;China
204;Application of Variant Transfer Learning in Wood Recognition;"HUANG P;ZHAO F;ZHU Z;ZHANG Y;LI X;WU Z";2021;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19302126&AN=150461297&h=TJMCs%2FBHA%2BLU9HBT6iuz4Z54%2BhgwqXWfcTFak0i%2BOTIv5483J3jnWLKRVkb3kaeznu5Z9zRql%2FqfzHK3qCR74w%3D%3D&crl=c;Wood;Texture;Convolutional Neural Networks (CNN);Extreme Learning Machine (ELM);93.07;Trees;Base de dados pública;Greece
205;The Analysis of Plants Image Recognition Based on Deep Learning and Artificial Neural Network;HUIXIAN J;2020;https://doi.org/10.1109/ACCESS.2020.2986946;Leave;Shape;Shape features;Artificial Neural Networks (ANN);92.47;Ornamental plants;Autores;China
205;The Analysis of Plants Image Recognition Based on Deep Learning and Artificial Neural Network;HUIXIAN J;2020;https://doi.org/10.1109/ACCESS.2020.2986946;Leave;Texture;Texture features;K-Nearest neighbour (KNN);92.47;Ornamental plants;Autores;China
205;The Analysis of Plants Image Recognition Based on Deep Learning and Artificial Neural Network;HUIXIAN J;2020;https://doi.org/10.1109/ACCESS.2020.2986946;Leave;Texture;Texture features;Suport Vector Machine (SVM);92.47;Ornamental plants;Autores;China
206;Embedded portable device for herb leaves recognition using image processing techniques and neural network algorithm;"HUSIN Z;SHAKAFF A;AZIZ A;FAROOK R;JAAFAR M;HASHIM U;HARUN A";2012;https://doi.org/10.1016/j.compag.2012.07.009;Leave;Shape;Shape features;Artificial Neural Networks (ANN);98.9;Herbaceous;Autores;Malaysia
